,node_1_attributes,node_2_attributes,node_1,node_2,edge,chunk_id,count,Expert Answer,Short Justification,,<- Fill the Answers in these columns
81,"{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""Trimethylolpropane triacrylate (TMPTA) is mentioned as one of the preferred crosslinking agents in the context. Crosslinking agents play a crucial role in enhancing the mechanical properties of polymers by creating a network structure. TMPTA's role is structural as it contributes to the stability and robustness of the polymer, rather than functioning as the main active ingredient. The context emphasizes its structural role in crosslinking, thus TMPTA is classified as a structural component."", 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': 'Allyl methacrylate is identified as a preferred crosslinking agent. Its role in the context is to form crosslinked structures in polymers, enhancing their mechanical and thermal properties. The context does not highlight any primary active ingredient function, rather it underscores its role in structural modification and enhancement of polymers. Consequently, allyl methacrylate is better categorized as a structural component due to its crosslinking role.', 'category': 'chemical_compound'}",trimethylolpropane triacrylate (tmpta),allyl methacrylate,coOccursWith,faa5a5189c174a03aca366a48c59dbfb,4,,,,
82,"{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': 'Triallylamine is listed among various crosslinking agents. Crosslinking agents are used to form covalent bonds between polymer chains, thus enhancing the integrity and durability of the material. The context does not suggest that triallylamine serves any purpose other than as a component that affects the physical structure of the polymer. Therefore, it is considered a structural component rather than an active ingredient due to its role in crosslinking.', 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': 'Diallyl ether is mentioned as a crosslinking agent. Crosslinking agents help in forming a stable three-dimensional network in polymers, which enhances their mechanical and thermal properties. The text does not imply any active ingredient role for diallyl ether, focusing instead on its structural function. Consequently, diallyl ether is classified as a structural component because of its role in modifying and stabilizing the polymer structure.', 'category': 'chemical_compound'}",triallylamine,diallyl ether,coOccursWith,faa5a5189c174a03aca366a48c59dbfb,4,,,,
83,"{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""The node 'crosslinked anionic copolymers of acrylamide or methacrylamide and of 2-acrylamido-2-methylpropanesulphonic acid' is described as a hydrophilic thickening agent used in a composition. It is not the main active ingredient but plays a structural role in the formulation by contributing to the consistency and stability of the composition. The emphasis on its form as a W/O emulsion and specific commercial names like Sepigel 305 and Simulgel 600 indicate its structural function rather than an active ingredient role."", 'category': 'polymer'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The node 'Sepigel 305' is the commercial name for a hydrophilic thickening agent sold by Seppic. While it is used in the composition, it is not described as an active ingredient or a structural component. It functions as a marketed product name rather than a fundamental chemical entity or structural component in the context."", 'category': 'misc'}",crosslinked anionic copolymers of acrylamide or methacrylamide and of 2-acrylamido-2-methylpropanesulphonic acid,sepigel 305,soldAs,583ca64ff6ad412c80a4c26322eb6995,4,,,,
84,"{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""The node 'copolymers of (meth)acrylic acid or of (meth)acrylate and of 2-acrylamido-2-methylpropanesulphonic acid' serves as a hydrophilic thickening agent in the composition. It is not the primary active ingredient but is essential for the formulation's physical properties, contributing to the texture and stability of the product as indicated by its description and commercial names like Simulgel NS and Simulgel EG."", 'category': 'polymer'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The node 'Simulgel NS' is a commercial product name for a hydrophilic thickening agent. It is identified by its chemical composition as a copolymer and its role in a formulation. However, it does not serve as an active ingredient or structural component itself but is a marketed product, thus categorized under 'misc'."", 'category': 'misc'}",copolymers of (meth)acrylic acid or of (meth)acrylate and of 2-acrylamido-2-methylpropanesulphonic acid,simulgel ns,soldAs,583ca64ff6ad412c80a4c26322eb6995,4,,,,
85,"{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""The node 'copolymers of 2-acrylamido-2-methylpropanesulphonic acid and of vinylpyrrolidone or of vinylformamide' is used as a hydrophilic thickening agent in formulations. While it is not the active ingredient that directly contributes to the efficacy of a product, it is a structural component that helps in forming the consistency and stability of the formulation, as indicated by its role as described."", 'category': 'polymer'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The node 'Aristoflex AVC' is the commercial name of a product containing copolymers. It is utilized in formulations but does not serve as an active ingredient or structural component itself. It is branded and marketed under this name, hence categorized under 'misc'."", 'category': 'misc'}",copolymers of 2-acrylamido-2-methylpropanesulphonic acid and of vinylpyrrolidone or of vinylformamide,aristoflex avc,soldAs,583ca64ff6ad412c80a4c26322eb6995,4,,,,
86,"{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""The term '2-acrylamido-2-methylpropanesulphonic acid' is a chemical compound mentioned within the context. It is a specific chemical structure and is not described as the main active ingredient in any formulation. Instead, it is a part of a compound formulation. The context suggests it is part of a polymeric or chemical mixture ('products sold under the Aristoflex AVC names by Clariant'), indicating it plays a role in the structural or functional formulation rather than being the principal active ingredient. Therefore, it is classified as a structural component."", 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""The term 'vinylpyrrolidone' is identified as a chemical compound in the context. It is mentioned alongside other chemical compounds, suggesting it is part of a mixture or formulation (e.g., 'products sold under the Aristoflex AVC names by Clariant'). The context does not emphasize it as an active ingredient but rather as a constituent of a polymeric formulation. Therefore, it is considered a structural component within the formulation, contributing to the properties of the product but not acting as the primary active ingredient."", 'category': 'chemical_compound'}",2-acrylamido-2-methylpropanesulphonic acid,vinylpyrrolidone,coOccursWith,3bac5f52150f407cae98b8bde55dd620,4,,,,
87,"{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""The term '2-acrylamido-2-methylpropanesulphonic acid' is a chemical compound mentioned within the context. It is a specific chemical structure and is not described as the main active ingredient in any formulation. Instead, it is a part of a compound formulation. The context suggests it is part of a polymeric or chemical mixture ('products sold under the Aristoflex AVC names by Clariant'), indicating it plays a role in the structural or functional formulation rather than being the principal active ingredient. Therefore, it is classified as a structural component."", 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""The term 'vinylformamide' is identified as a chemical compound within the context. It appears alongside other compounds, suggesting its involvement in a mixture or formulation ('products sold under the Aristoflex AVC names by Clariant'). The context does not highlight it as an active ingredient but rather as a component of a larger formulation, indicating its role is more structural. It contributes to the characteristics and functionality of the product but is not the main active ingredient."", 'category': 'chemical_compound'}",2-acrylamido-2-methylpropanesulphonic acid,vinylformamide,coOccursWith,3bac5f52150f407cae98b8bde55dd620,4,,,,
88,"{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""Vinylpyrrolidone is identified as a chemical compound in the context. It is mentioned alongside other chemical compounds, suggesting it is part of a mixture or formulation (e.g., 'products sold under the Aristoflex AVC names by Clariant'). The context does not emphasize it as an active ingredient but rather as a constituent of a polymeric formulation. Therefore, it is considered a structural component within the formulation, contributing to the properties of the product but not acting as the primary active ingredient."", 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""The term 'vinylformamide' is identified as a chemical compound within the context. It appears alongside other compounds, suggesting its involvement in a mixture or formulation ('products sold under the Aristoflex AVC names by Clariant'). The context does not highlight it as an active ingredient but rather as a component of a larger formulation, indicating its role is more structural. It contributes to the characteristics and functionality of the product but is not the main active ingredient."", 'category': 'chemical_compound'}",vinylpyrrolidone,vinylformamide,coOccursWith,3bac5f52150f407cae98b8bde55dd620,4,,,,
89,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The name 'Aristoflex AVC' refers to a product sold by Clariant. It is not a chemical compound or ingredient itself, but rather a brand or trade name under which certain formulations are sold. The context does not provide specific information about its role in formulations, so it cannot be classified as an active ingredient or structural component. It serves as an identifier for products containing particular formulations, including the mentioned chemical compounds."", 'category': 'document'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""Clariant is identified as an organization within the context. It is the entity responsible for selling the products under the Aristoflex AVC names. The context does not provide specific information about Clariant's role in the chemical composition or structure of the products, so it cannot be classified as an active ingredient or structural component. Clariant's role is as the manufacturer or distributor of the products, rather than a component of the formulations."", 'category': 'organisation'}",aristoflex avc,clariant,soldBy,3bac5f52150f407cae98b8bde55dd620,4,,,,
90,"{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""The term 'hydrophilic thickening polymer' is described as being selected from specific crosslinked anionic copolymers, which are structural components of the composition. These polymers are essential for the thickening properties of the formulation but are not the main active ingredients that would provide the primary function of the composition. The context specifies their role in thickening, not as primary active ingredients. Keywords: 'hydrophilic thickening polymer', 'crosslinked anionic copolymers'."", 'category': 'polymer'}","{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""The term 'crosslinked anionic copolymers of acrylamide or methacrylamide' describes a specific type of polymer used as a thickening agent. It is a structural component because it forms part of the composition's matrix and provides physical properties like viscosity. However, it is not the active ingredient responsible for a biological or therapeutic effect. Keywords: 'crosslinked anionic copolymers', 'acrylamide or methacrylamide'."", 'category': 'polymer'}",hydrophilic thickening polymer,crosslinked anionic copolymers of acrylamide or methacrylamide,selectedFrom,99ec50652a994ca0b81270c34fdf8d47,4,,,,
91,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The node 'aqueous phase' refers to a component of the composition that includes water and possibly other water-miscible compounds. It serves as a medium or carrier for other substances in the formulation. While it is essential for the formulation, it is neither an active ingredient nor a structural component like a polymer. It is simply a phase within the composition. Keywords: 'aqueous phase', 'composition'."", 'category': 'concept'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The node 'water' is a fundamental part of the aqueous phase but is not considered an active ingredient or a structural component in the context of this formulation. It serves as a solvent or carrier for other ingredients. Water's role is crucial for the formation of the phase but does not contribute directly to the primary function of the product. Keywords: 'aqueous phase', 'water'."", 'category': 'chemical_compound'}",aqueous phase,water,comprises,99ec50652a994ca0b81270c34fdf8d47,4,,,,
92,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The term 'polyol' refers to organic molecules with two or more hydroxyl groups. In the context, polyols are mentioned as optional components that can be part of the aqueous phase of the composition. They are not highlighted as active ingredients or structural components but serve as potential additives that can modify the properties of the aqueous phase. Keywords: 'polyol', 'aqueous phase'."", 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The term 'glycols' refers to a category of polyols mentioned as examples that may be included in the aqueous phase. They are not identified as active ingredients or structural components but are part of the optional water-miscible compounds. Their role is to modify the properties of the aqueous phase, not to serve as primary functional or structural elements. Keywords: 'glycols', 'polyols'."", 'category': 'chemical_compound'}",polyol,glycols,includes,99ec50652a994ca0b81270c34fdf8d47,4,,,,
93,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The 'aqueous phase' in the context refers to the water content of the composition, which is a common carrier or solvent in formulations. It is not presented as having a specific active functional role beyond being a medium for dispersion or solubilization of other components. The text does not provide evidence to suggest it acts as a direct active ingredient in terms of having a specific functional effect on its own. Instead, it's a common structural component used to disperse or dissolve other active ingredients, but in itself, it does not qualify as a 'structural component' in the context of being a specific chemical structure or moiety. Therefore, both attributes are set to false."", 'category': 'concept'}","{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""The 'oily phase' in the context of this composition refers to a phase that contains oils which are essential for the formulation to achieve certain textural and functional properties. It acts as a structural component because it holds and integrates the oil components, providing the characteristic texture and spreading properties of the composition. The text clearly specifies that the oily phase contains various oils, including C4-C24 fatty acid esters, and plays a role in the overall structure and feel of the composition, rather than acting as a specific active ingredient. Therefore, it is set as a structural component."", 'category': 'concept'}",aqueous phase,oily phase,coOccursWith,11b8f7f6a6ee49debba0f5c8932c5655,4,,,,
94,"{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""C4-C24 fatty acid ester of glycerol is mentioned as a component of the oily phase in the composition. These esters are crucial in forming the oily phase and contribute to the overall structural properties of the formulation. While they are not active ingredients by themselves in providing a specific therapeutic or functional effect, they are structural components essential for the composition's consistency and fat-like texture. The text indicates their role as part of the 'oil' in the oily phase, making them a structural component."", 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The term 'volatile oil' in the context is used to describe a category of oils based on their evaporation characteristics. While volatile oils may contribute to the sensory properties of a formulation, the text does not provide evidence of them being a direct active ingredient with a specific functional role beyond evaporating quickly. The explanation about evaporation rate indicates its physical property, not a therapeutic or active role. Hence, it is neither an active ingredient nor a specific structural component in a chemical sense, thus both attributes are set to false."", 'category': 'concept'}",c4-c24 fatty acid ester of glycerol,volatile oil,componentOf,11b8f7f6a6ee49debba0f5c8932c5655,4,,,,
95,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The 'volatile oil' refers to oils that evaporate from the skin or lips quickly. These are used in cosmetics for their sensory properties, such as providing a light feel or quick-drying effect. The text emphasizes their physical property of evaporation rather than a specific active role in terms of altering skin condition or treatment, which would characterize an active ingredient. Without a specific active function mentioned, it does not qualify as an active ingredient nor as a structural component in a chemical sense. Thus, both attributes are set to false."", 'category': 'concept'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The term 'non-volatile oil' in the context describes oils that remain on the skin or lips without evaporating quickly. The emphasis is on its physical property of low evaporation rate. While non-volatile oils can contribute to the formulation's moisturizing or textural properties, the context doesn't specify them as having a specific active functional role that would define them as active ingredients. Furthermore, the text does not highlight any specific chemical structure or moiety role, so it is neither an active ingredient nor a structural component in this context."", 'category': 'concept'}",volatile oil,non-volatile oil,contrastsWith,11b8f7f6a6ee49debba0f5c8932c5655,4,,,,
96,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The context discusses a process to measure the evaporation rate of oils, but does not specify 'PAPST-MOTOREN' as an active ingredient or a structural component. It is mentioned as a part of the fan apparatus used in the experiment. The focus is on its role in providing ventilation, not as an active ingredient or a structural component within a chemical or pharmaceutical context. Therefore, it is neither an active ingredient nor a structural component."", 'category': 'apparatus / device'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': 'The crystallizer is a piece of equipment used to hold oil or a mixture of oils for the evaporation rate experiment. The context does not imply that the crystallizer is a chemical component or has an active role in the chemical process beyond holding the sample. It is purely a physical apparatus. Hence, it is neither an active ingredient nor a structural component.', 'category': 'apparatus / device'}",papst-motoren,crystallizer,usedIn,a4a8c13bde7b4226aa75dca500d365fc,4,,,,
97,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The context specifies 'silicone oil' as an oil containing at least one silicon atom and Si-O group. The mention of silicone oil is general and doesn't specify it as an active ingredient or a structural component. It is categorized as one type of oil suitable for the invention, with no additional roles specified. Therefore, it is neither an active ingredient nor a structural component."", 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': 'Silicon atom is mentioned as a part of the chemical structure of silicone oil. However, in this context, it is not specified as an active ingredient or a structural component. It is merely an element within the chemical compound of silicone oil. Therefore, it is neither an active ingredient nor a structural component.', 'category': 'chemical_compound'}",silicone oil,silicon atom,contains,a4a8c13bde7b4226aa75dca500d365fc,4,,,,
98,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': 'Fluorine oil is referred to as an oil containing at least one fluorine atom. While it is categorized as a type of oil suitable for the invention, the context does not specify it as an active ingredient or a structural component. It is simply one of the types of oils mentioned without further specification of its role. Therefore, it is neither an active ingredient nor a structural component.', 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': 'Fluorine atom is mentioned as part of the chemical structure of fluorine oil. In this context, it is not specified as an active ingredient or a structural component. It is an element within the chemical compound of fluorine oil. Therefore, it is neither an active ingredient nor a structural component.', 'category': 'chemical_compound'}",fluorine oil,fluorine atom,contains,a4a8c13bde7b4226aa75dca500d365fc,4,,,,
99,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': 'Hydrocarbon oil is defined as an oil containing primarily hydrogen and carbon atoms. The context does not specify it as an active ingredient or a structural component. It is listed as one of the types of oils suitable for the invention, without further specification of its role. Therefore, it is neither an active ingredient nor a structural component.', 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The term 'hydrogen atom' refers to one of the atoms that make up hydrocarbon oil. The text does not specify hydrogen atom as an active ingredient or a structural component; it is simply part of the chemical structure of hydrocarbon oils. Therefore, it is neither an active ingredient nor a structural component."", 'category': 'chemical_compound'}",hydrocarbon oil,hydrogen atom,contains,a4a8c13bde7b4226aa75dca500d365fc,4,,,,
100,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The term 'hydrocarbon oil' is defined as an oil containing primarily hydrogen and carbon atoms. The context does not specify it as an active ingredient or a structural component. It is listed as one of the types of oils suitable for the invention, without further specification of its role. Therefore, it is neither an active ingredient nor a structural component."", 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The 'carbon atom' is mentioned as part of the chemical structure of hydrocarbon oil. In this context, it is not specified as an active ingredient or a structural component. It is an element within the chemical compound of hydrocarbon oils. Therefore, it is neither an active ingredient nor a structural component."", 'category': 'chemical_compound'}",hydrocarbon oil,carbon atom,contains,a4a8c13bde7b4226aa75dca500d365fc,4,,,,
101,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The term 'hydrocarbon oil' is defined as an oil containing primarily hydrogen and carbon atoms. The context does not specify it as an active ingredient or a structural component. It is listed as one of the types of oils suitable for the invention, without further specification of its role. Therefore, it is neither an active ingredient nor a structural component."", 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': 'The context mentions oxygen atoms as optional components that oils may include, potentially in the form of hydroxyl or acid radicals. However, it does not specify these atoms as active ingredients or structural components within the context of the oils described. Therefore, it is neither an active ingredient nor a structural component.', 'category': 'chemical_compound'}",hydrocarbon oil,oxygen atom,mayInclude,a4a8c13bde7b4226aa75dca500d365fc,4,,,,
102,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The term 'oils' mentioned in the context refers to a general category of substances that may include oxygen, nitrogen, sulfur, and/or phosphorus atoms, possibly in the form of hydroxyl or acid radicals. However, there is no specific mention or indication in the text that oils serve as the main active ingredient or a significant structural component in the composition. The context primarily describes them as optional components, which suggests they may not be crucial to the primary function of the formulation. Thus, both 'is_active_ingredient' and 'is_structural_component' are set to false."", 'category': 'excipient'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The term 'C4-C24 fatty acid ester of glycerol' refers to a range of compounds used in the oily phase of the composition. While these esters are a part of the formulation, the context does not explicitly identify them as the main active ingredient or a structural component. They are instead part of the oily phase that can be present in varying amounts. The text does not provide direct evidence that these esters are crucial for the primary function of the composition, hence both 'is_active_ingredient' and 'is_structural_component' are set to false."", 'category': 'chemical_compound'}",oils,c4-c24 fatty acid ester of glycerol,may include,c28e1ede6a97400fa65b4cccad45e2d3,4,,,,
103,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The term 'additives' in the context encompasses a broad range of potential ingredients such as gelling agents, active agents, preserving agents, antioxidants, fragrances, solvents, salts, sunscreens, and dyestuffs. The context describes these additives as optional components included in usual proportions within the composition. Since the text does not indicate that any specific additive is crucial to the primary function or structure of the composition, both 'is_active_ingredient' and 'is_structural_component' are set to false."", 'category': 'misc'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The term 'gelling agents' is mentioned as an example of adjuvants that can be included in the composition. These agents are typically used to modify the texture or viscosity of a formulation. However, there is no specific indication in the context that gelling agents are the main active ingredients or structural components essential to the composition. They are described as part of a broader category of additives, implying their role is auxiliary. Therefore, both 'is_active_ingredient' and 'is_structural_component' are set to false."", 'category': 'excipient'}",additives,gelling agents,include,c28e1ede6a97400fa65b4cccad45e2d3,4,,,,
104,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The term 'additives' refers to supplementary components that can be included in the composition for various purposes such as preservation, fragrance, or UV protection. They are not described in the context as being crucial for the main functionality or structure of the composition. As the text provides no evidence that any specific additive is the primary active ingredient or a structural component, both 'is_active_ingredient' and 'is_structural_component' are set to false."", 'category': 'misc'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The term 'active agents' is mentioned as a type of additive that can be included in the composition. While 'active agents' generally implies functionality, the context does not specify any particular active agent as being essential to the main function or structure of the composition. They are listed among other optional additives, which suggests their role is supplementary rather than primary, hence 'is_active_ingredient' and 'is_structural_component' are both set to false."", 'category': 'excipient'}",additives,active agents,include,c28e1ede6a97400fa65b4cccad45e2d3,4,,,,
105,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The 'additives' in the context refer to a range of auxiliary components that can be incorporated into the composition for various purposes. The context describes them as optional elements that are used in typical proportions in the cosmetics field. There is no mention of any specific additive being the principal active ingredient or structural component of the composition. Therefore, both 'is_active_ingredient' and 'is_structural_component' are set to false."", 'category': 'misc'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The term 'sunscreens' or 'UV-screening agents' are listed as examples of additives that can be included in the composition. While sunscreens have a specific functional role (UV protection), the context does not highlight them as being the primary active ingredient or a structural component of the composition. Since they are included as part of a broader list of optional additives, both 'is_active_ingredient' and 'is_structural_component' are set to false."", 'category': 'excipient'}",additives,sunscreens,include,c28e1ede6a97400fa65b4cccad45e2d3,4,,,,
106,"{'is_active_ingredient': True, 'is_structural_component': False, 'explanation': ""The text specifies that hydroxylated diphenylmethane derivatives are used as skin brightening or whitening active ingredients in the composition. The phrase 'as skin brightening or whitening active ingredients' directly indicates that this compound is the functional component responsible for the effect, thus justifying its classification as an active ingredient. The mention of a specific formula (1) further supports its role as an active ingredient in the composition."", 'category': 'active_ingredient'}","{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': 'The description of the formula (1) provides a detailed chemical structure for the hydroxylated diphenylmethane derivatives. The use of chemical groups like methyl and the positioning of –OH groups suggests that these are important for the structural integrity and specific chemical properties of the compound. This structural detail indicates that the formula is significant for understanding the specific chemical makeup and function of the derivative, making it a structural component.', 'category': 'chemical_compound'}",hydroxylated diphenylmethane derivatives,formula (1),hasFormula,e2fabe45dbc54bb1885297b5f0a1b788,4,,,,
107,"{'is_active_ingredient': True, 'is_structural_component': False, 'explanation': ""The text states that flavone is included as a brightening or whitening active ingredient. The phrase 'as skin brightening or whitening active ingredients' clearly positions flavone as a functional substance contributing to the intended effect of the composition. This designation as an active ingredient is supported by its specific mention alongside hydroxylated diphenylmethane derivatives, indicating its role in the composition."", 'category': 'active_ingredient'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': 'The oils listed, including heptanoic triglyceride, octanoic acid triglyceride, and various plant-based oils, are not described as active ingredients or structural components. They serve as the oily phase of the oil-in-water dispersion, likely acting as carriers or moisturizers. Since the text does not specify these oils as active ingredients or structural components, both attributes are set to false.', 'category': 'excipient'}",flavone,oils,coOccursWith,e2fabe45dbc54bb1885297b5f0a1b788,4,,,,
108,"{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""The hydrophilic thickening agents mentioned are primarily used for their textural and functional properties in formulations, as indicated in the context ('crosslinked anionic copolymers of acrylamide or methacrylamide and of 2-acrylamido-2-methylpropanesulphonic acid'). They are not highlighted as active ingredients but rather as structural components that provide thickness and stability to the product. The keywords 'thickening agent selected from crosslinked anionic copolymers' suggest their role as part of the formulation structure."", 'category': 'polymer'}","{'is_active_ingredient': True, 'is_structural_component': False, 'explanation': ""The hydrotropes listed, such as oxothiazolidinecarboxylic acid and Vitamin B3 derivatives, are commonly used for their active roles in affecting solubility and enhancing the performance of other ingredients in cosmetic formulations. The context identifies these components ('hydrotrope selected from...'), suggesting their functional significance, which aligns with the role of active ingredients. For instance, niacinamide is known for its active role in skin conditioning."", 'category': 'chemical_compound'}",hydrophilic thickening agent,hydrotrope,coOccursWith,90d345653689482eb4fa76113afc53b1,4,,,,
109,"{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""Acrylamide and methacrylamide are components of the crosslinked anionic copolymers mentioned as thickening agents. Their role is to form part of the structural framework of the copolymer, providing textural characteristics rather than any active ingredient role. The context describes their use specifically in the formulation of structural components ('crosslinked anionic copolymers of acrylamide or methacrylamide')."", 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""2-acrylamido-2-methylpropanesulphonic acid is part of the copolymer structure, contributing to the thickening properties of the formulation. It acts as a building block within the polymer matrix ('copolymers of... 2-acrylamido-2-methylpropanesulphonic acid'), emphasizing its role as a structural component rather than an active ingredient."", 'category': 'chemical_compound'}",acrylamide or methacrylamide,2-acrylamido-2-methylpropanesulphonic acid,coOccursWith,90d345653689482eb4fa76113afc53b1,4,,,,
110,"{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""Methacrylic acid or methacrylate are components mentioned within the context of forming copolymers. They contribute to the structural integrity and functional properties of the thickening agents, as indicated by their use in the formulation ('copolymers of (meth)acrylic acid or of (meth)acrylate'). Their role is structural, not active."", 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""Vinylpyrrolidone or vinylformamide are mentioned as part of the copolymer structures, indicating their role in providing specific textural and stability properties to the formulation. They are part of the copolymer matrix ('copolymers of...vinylpyrrolidone or of vinylformamide') and serve a structural function."", 'category': 'chemical_compound'}",methacrylic acid or methacrylate,vinylpyrrolidone or vinylformamide,coOccursWith,90d345653689482eb4fa76113afc53b1,4,,,,
111,"{'is_active_ingredient': True, 'is_structural_component': False, 'explanation': ""Oxothiazolidinecarboxylic acid is identified as one of the hydrotropes, which are typically used for their active properties in enhancing solubility and functionality of the formulation. The context ('hydrotrope selected from oxothiazolidinecarboxylic acid...') suggests its role in elevating the performance of the composition, aligning with the characteristics of an active ingredient."", 'category': 'chemical_compound'}","{'is_active_ingredient': True, 'is_structural_component': False, 'explanation': ""Vitamin B3, particularly in its derivative form niacinamide, is mentioned as a preferred hydrotrope. Niacinamide is renowned for its active role in skin conditioning and improving product efficacy ('hydrotrope selected from... Vitamin B3 and derivatives thereof, preferably niacinamide'). This indicates its function as an active ingredient."", 'category': 'chemical_compound'}",oxothiazolidinecarboxylic acid,vitamin b3 and derivatives,coOccursWith,90d345653689482eb4fa76113afc53b1,4,,,,
112,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The formulation forms, such as lotion, cream, gel, or liquid foundation, are mentioned in the context of the final product type rather than as active or structural components. They are the end-user forms of the cosmetic product ('composition... in the form of a lotion, cream, gel or liquid foundation'), indicating their purpose as delivery forms rather than ingredients themselves."", 'category': 'concept'}","{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The methods of preparation mentioned are related to the production process in the cosmetic field. These are procedural elements ('prepared according to the conventional methods in the cosmetic field') and do not directly serve as active or structural components of the product itself."", 'category': 'process'}","form of product (lotion, cream, etc.)",methods of preparation,usedIn,90d345653689482eb4fa76113afc53b1,4,,,,
113,"{'is_active_ingredient': False, 'is_structural_component': False, 'explanation': ""The node 'translucent composition' is not directly identified as either an active ingredient or a structural component. It refers to the overall property of the composition rather than a specific ingredient or component. The text describes the composition as 'translucent' with a specific turbidity value, which is a characteristic of the product but does not specify any chemical or active role. Therefore, it does not qualify as an active ingredient or a structural component."", 'category': 'concept'}","{'is_active_ingredient': False, 'is_structural_component': True, 'explanation': ""The node 'turbidity' is a measure of the cloudiness or haziness of a fluid, and in this context, it is used to define the transparency of the 'translucent composition'. It acts as a structural component because it provides a measurable characteristic of the composition, but it does not serve as an active ingredient since it does not contribute to the intended brightening or whitening effect. The text specifies a 'turbidity value less or equal to 2000 NTU', showing its role as a characteristic measurement."", 'category': 'concept'}",translucent composition,turbidity,hasMeasurement,398f9407bc0f433cb039288ff86c9de8,4,,,,
